"YC_link","Company_Name","company_description","Batch","Industry","Sub-Industry","Location"
"https://www.ycombinator.com/companies/carecycle","careCycle","Voice AI teams for medicare agencies.","Winter 2025","B2B","","San Mateo, CA, USA"
"https://www.ycombinator.com/companies/deployparagon","Paragon","The AI Growth Engine for Industrials","Winter 2025","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/salespatriot","SalesPatriot","We help defense firms win more contracts with the Pentagon","Winter 2025","B2B","Operations","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/maive","Maive","AI for Home Services","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/weave-3","Weave","AI to understand engineering work","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/caseflood-ai","Caseflood.ai","the AI inbound sales team for law firms","Winter 2025","B2B","Legal","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tejas-ai","Tejas AI","Risk Decisioning Platform for Banks","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/trava","Trava","AI agents for global trade compliance","Winter 2025","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/maritime-fusion","Maritime Fusion","Fusion reactors for ships","Winter 2025","Industrials","Energy",""
"https://www.ycombinator.com/companies/a0-dev","a0.dev","We make mobile apps using AI.","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/altrina","Altrina","The SOP Automation Platform","Winter 2025","B2B","Productivity","Menlo Park, CA, USA"
"https://www.ycombinator.com/companies/a1base","A1Base","Twilio for AI Agents","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/verbiflow","Verbiflow","People search that works","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/toothy-ai","Toothy AI","AI for insurance verification & billing at dental clinics","Winter 2025","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/rocketable","Rocketable","The AI Maximalist Software Holding Company","Winter 2025","B2B","","Remote"
"https://www.ycombinator.com/companies/contrario","Contrario","AI-powered recruiting for startups","Winter 2025","B2B","Recruiting and Talent","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ovlo","Ovlo","AI agents for supply chain workflow automation","Winter 2025","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/truffle-ai","Truffle AI","AWS for AI Agents","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/superglue","superglue","AI that fixes enterprise glue","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/conntour","Conntour","AI to monitor thousands of security cameras.","Winter 2025","B2B","Security",""
"https://www.ycombinator.com/companies/closure","Closure","We help law enforcement solve crime","Winter 2025","Government","","New York, NY, USA"
"https://www.ycombinator.com/companies/promptless","Promptless","An AI teammate that automatically updates your customer-facing docs","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/scout-4","Scout","AI-powered student information system for K-12 schools","Winter 2025","Education","","New York, NY, USA"
"https://www.ycombinator.com/companies/subtrace","Subtrace","Zero code network tracer","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/vocality-health","Vocality Health","Voice AI for medical language translation","Winter 2025","Healthcare","Healthcare Services",""
"https://www.ycombinator.com/companies/astro","Astro","The world’s first AI energy developer","Winter 2025","Industrials","Energy",""
"https://www.ycombinator.com/companies/dartboard-energy","Dartboard Energy","AI Analyst for Electricity Markets","Winter 2025","Industrials","Energy","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/karoo","Karoo","Canadian neobank focused on lending","Winter 2025","Fintech","Consumer Finance","Toronto, ON, Canada"
"https://www.ycombinator.com/companies/awen","awen","We are rebuilding photoshop with an AI-voice interface.","Winter 2025","B2B","","Remote"
"https://www.ycombinator.com/companies/dollyglot","Dollyglot","Character.AI with real time video avatars","Winter 2025","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/alice-tech","Alice.tech","AI-driven exam prep","Winter 2025","Education","","Copenhagen, Denmark"
"https://www.ycombinator.com/companies/stamp","Stamp","The AI Native Email Client","Winter 2025","B2B","Productivity",""
"https://www.ycombinator.com/companies/splash-inc","Splash Inc.","Autonomous patrol-boats for National Security","Winter 2025","Industrials","Drones","El Segundo, CA, USA"
"https://www.ycombinator.com/companies/orchids","Orchids","The AI Full Stack Engineer","Winter 2025","B2B","",""
"https://www.ycombinator.com/companies/axiom","Axiom","Trade memecoins, perpetuals, and earn yield.","Winter 2025","Fintech","Consumer Finance",""
"https://www.ycombinator.com/companies/partcl","Partcl","Design a chip in minutes","Spring 2025","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/steinmetz","Steinmetz","Hardware for Electric Vehicles.","Winter 2025","Industrials","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/subimage","SubImage","Software that maps your infrastructure. Open core alternative to Wiz","Winter 2025","B2B","Security",""
"https://www.ycombinator.com/companies/hey-telo","Hey Telo","Voice AI for Home Services","Winter 2025","B2B","",""
"https://www.ycombinator.com/companies/praxim","Praxim","The agentic AI Word editor","Winter 2025","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/excellence-learning","Excellence Learning","AI tutor starting with maths and science","Winter 2025","Education","","Stanford, CA, USA"
"https://www.ycombinator.com/companies/tweeksio","Tweeks.io","Lovable for Chrome Plugins","Winter 2025","B2B","Recruiting and Talent","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/flowtel","Flowtel","The AI Voice agents for hotels","Winter 2025","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/leaping-ai","Leaping AI","Voice AI agents to automate call centers (digital call center workers)","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/vetnio","Vetnio","AI Copilot that automates admin work for veterinary professionals","Winter 2025","B2B","Productivity",""
"https://www.ycombinator.com/companies/candor","Candor","We help companies win government funding with AI","Winter 2025","Government","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/bild-ai","Bild AI","AI that understands construction blueprints","Winter 2025","Real Estate and Construction","Construction","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/trace","Trace","Voice AI Customer Support for Financial Services","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/revise-robotics","Revise Robotics","Automating refurbishment of $1T in consumer electronics","Winter 2025","Industrials","Manufacturing and Robotics",""
"https://www.ycombinator.com/companies/aviro","Aviro","Build agents that learn from experience","Spring 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/enhanced-radar","Enhanced Radar","AI for air traffic control","Winter 2025","Industrials","Aviation and Space","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/edexia","Edexia","AI Teacher Assistant for Grading Essays","Winter 2025","Education","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/quantstruct","Quantstruct","AI documentation engineer – test & autoimprove stale product docs","Winter 2025","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/asha-health","Asha Health","We help medical practices become AI-native","Fall 2024","Healthcare","","New York, NY, USA"
"https://www.ycombinator.com/companies/apolink","Apolink","24/7 satellite connectivity in low Earth orbit","Fall 2024","Industrials","Aviation and Space","Palo Alto, CA, USA"
"https://www.ycombinator.com/companies/humanlayer","HumanLayer","Getting AI Coding Agents to solve hard problems in complex codebases","Fall 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/loombotic","Loombotic","Wire Harnesses in as little as 7 days","Fall 2024","Industrials","Manufacturing and Robotics","Toronto, ON, Canada"
"https://www.ycombinator.com/companies/roundabout-technologies","Roundabout Technologies","Software for AI-powered traffic lights","Fall 2024","Government","",""
"https://www.ycombinator.com/companies/synth-3","Synth","We build Research Engineering Agents","Fall 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/careforce-prev-helpcare-ai","Careforce (prev. Helpcare AI)","AI Workers for Healthcare Orgs to Find, Call & Schedule More Patients.","Fall 2024","Healthcare","Healthcare IT",""
"https://www.ycombinator.com/companies/canvas","Canvas","The AI GTM Engineer","Fall 2024","B2B","",""
"https://www.ycombinator.com/companies/ember","Ember","AI RCM. A/R Analysis in 3 days or less. Reduce claim denials by 55%.","Fall 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/relvy-ai","Relvy AI","AI powered debugging notebooks for incident response","Fall 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/friday","Friday","The AI Assistant for Gmail","Fall 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sre-ai","SRE.ai","AI DevOps Agents","Fall 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ryvn","Ryvn","Easy and secure customer cloud deployments","Fall 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/melder","Melder","AI formulas and document support for Microsoft Excel","Fall 2024","B2B","Productivity","New York, NY, USA"
"https://www.ycombinator.com/companies/bookmyflight","BookMyFlight","We make booking a flight as easy as booking an Uber.","Fall 2024","Consumer","Travel, Leisure and Tourism","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/foundry","Foundry","Infrastructure to ship real apps with AI - end-to-end in the browser","Fall 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/forerunner-ai","Forerunner AI","AI that gets aircraft flying faster","Fall 2024","Industrials","Aviation and Space","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/futureclinic","FutureClinic","Personal doctors through chat","Fall 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/edgedive","Edgedive","The AI Support Engineer","Fall 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/surge","Surge","Stripe for telephony","Fall 2024","B2B","Engineering, Product and Design","Lehi, UT, USA"
"https://www.ycombinator.com/companies/sunset","Sunset","Find and move money after a death","Fall 2024","Fintech","Consumer Finance",""
"https://www.ycombinator.com/companies/archilabs","ArchiLabs","AI Copilot for Architects","Fall 2024","Real Estate and Construction","Construction","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/revi","Revi","AI-enabled M&A deal origination","Fall 2024","B2B","Sales","Remote"
"https://www.ycombinator.com/companies/metreecs","Metreecs","AI-powered demand forecasting for retail","Fall 2024","B2B","Retail",""
"https://www.ycombinator.com/companies/diffusion-studio","Diffusion Studio","Professional-grade video editing, in your browser.","Fall 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/browserbook","BrowserBook","The Browser Automation IDE","Fall 2024","B2B","Productivity","New York, NY, USA"
"https://www.ycombinator.com/companies/alex","Alex","The Cursor for Xcode","Fall 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/innate","Innate","Personal AI Robots","Fall 2024","Consumer","Consumer Electronics","Palo Alto, CA, USA"
"https://www.ycombinator.com/companies/capy","Capy","AI Software Engineer","Fall 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/consus","Consus","Your single source of truth for government documents","Fall 2024","Industrials","Aviation and Space","Remote"
"https://www.ycombinator.com/companies/collectwise","CollectWise","Automating consumer debt collection with AI","Fall 2024","Fintech","",""
"https://www.ycombinator.com/companies/origami-2","Origami","AI that finds your perfect customers","Fall 2024","B2B","Sales","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/fresco","Fresco","AI copilot for construction superintendents","Fall 2024","Real Estate and Construction","Construction",""
"https://www.ycombinator.com/companies/permitportal","PermitPortal","AI Operating System for Pre-construction","Fall 2024","Real Estate and Construction","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/gecko-security","Gecko Security","The AI Security Engineer to Find and Fix Vulnerabilities","Fall 2024","B2B","Security","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/curo","Curo","Electric fleets park and charge anywhere with Curo","Fall 2024","Industrials","Automotive","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/dexter","Dexter","Next-generation AI workflow automation","Fall 2024","B2B","Operations","Berlin, Berlin, Germany"
"https://www.ycombinator.com/companies/moonshine","Moonshine","Building software to understanding the world with a camera","Fall 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/autocomputer","AutoComputer","Desktop RPA with AI computer use","Fall 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/crustdata","Crustdata","Real-time B2B data via simple APIs","Fall 2024","B2B","Sales",""
"https://www.ycombinator.com/companies/tiny","Tiny","A new kind of ERP system for factories","Fall 2024","B2B","","Singapore, Singapore"
"https://www.ycombinator.com/companies/vly-ai-2","vly.ai","The world's best AI web app builder","Fall 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pearson-labs","Pearson Labs","AI agents to automate corporate transactions","Fall 2024","B2B","Legal","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/stewdio","Stewdio","All-in-one AI creative platform","Fall 2024","Consumer","","New York, NY, USA"
"https://www.ycombinator.com/companies/platus","Platus","Instant Legal Infrastructure - Draft, Sign, Notarize & Process","Fall 2024","B2B","Legal",""
"https://www.ycombinator.com/companies/unusual","Unusual","Discover and change how AI models talk about your brand.","Fall 2024","B2B","Marketing","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/withcharm","Charm","Charm is the universal payments app — send money to anyone.","Fall 2024","Consumer","Social","New York, NY, USA"
"https://www.ycombinator.com/companies/hybrd","HYBRD","Get faster & stronger","Fall 2024","Consumer","","Boston, MA, USA"
"https://www.ycombinator.com/companies/codebuff","Codebuff","The CLI tool that writes code for you","Fall 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/karmen","Karmen","AI Assistant for Construction Project Managers","Fall 2024","Real Estate and Construction","Construction","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/lingodotdev","Lingo.dev","Open-source, AI-powered i18n toolkit for instant localization.","Fall 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sphinx","Sphinx","AI Compliance Analysts for Banks & Fintechs","Fall 2024","Fintech","",""
"https://www.ycombinator.com/companies/luthor","Luthor","AI-Native Compliance Firm","Fall 2024","B2B","Marketing",""
"https://www.ycombinator.com/companies/keye","Keye","The Smartest Private Equity Investor","Fall 2024","Fintech","","New York, NY, USA"
"https://www.ycombinator.com/companies/riskcube","RiskCube","AI-native insurance brokerage to compare, buy, and manage coverage.","Fall 2024","Fintech","Insurance","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/ctgt","CTGT","CTGT safeguards against reputational risk from GenAI across your org","Fall 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/revisiondojo","RevisionDojo","AI tutors for students.","Fall 2024","Education","",""
"https://www.ycombinator.com/companies/issen","ISSEN","AI realtime voice companion for language learning","Fall 2024","Consumer","","New York, NY, USA"
"https://www.ycombinator.com/companies/attimet","attimet","we predict stuff","Fall 2024","Fintech","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/smooth","Smooth","Fast, simple, reliable AI browser agent","Fall 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/reticular","Reticular","Interpretable AI for drug discovery","Fall 2024","Healthcare","Drug Discovery and Delivery","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/astrix-health","Astrix Health","Astrix builds better healthcare data products.","Fall 2024","Healthcare","","New York, NY, USA"
"https://www.ycombinator.com/companies/cosmic-new","Cosmic","Build, monetize, and deploy full-stack websites in minutes","Fall 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/cekura-ai","Cekura","Voice AI and Chat AI agents: Testing and Observability","Fall 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/archil","Archil","Transform S3 in an unlimited, local file system","Fall 2024","B2B","Infrastructure",""
"https://www.ycombinator.com/companies/sandra-ai","Sandra AI","Building AI employees for car dealers, starting with AI receptionists","Fall 2024","B2B","","Miami, FL, USA"
"https://www.ycombinator.com/companies/vespper","Vespper","AI document authoring platform for regulatory professionals in life…","Fall 2024","Healthcare","Healthcare IT","Remote"
"https://www.ycombinator.com/companies/vortexifyai","VortexifyAI","Build AI applications and automations for supply chain operations","Fall 2024","B2B","Supply Chain and Logistics","New York, NY, USA"
"https://www.ycombinator.com/companies/revyl","Revyl","AI-Native Mobile Testing","Fall 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/raycaster","Raycaster","Enterprise AI for life sciences","Fall 2024","B2B","Productivity","New York, NY, USA"
"https://www.ycombinator.com/companies/lightscreen-ai","Lightscreen AI","Voice + video AI interviewer","Fall 2024","B2B","Recruiting and Talent",""
"https://www.ycombinator.com/companies/afternoon-co","Afternoon.co","Bookkeeping, compliance and tax for founders","Fall 2024","B2B","Finance and Accounting","New York, NY, USA"
"https://www.ycombinator.com/companies/rulebase","Rulebase","AI agents for financial services.","Fall 2024","B2B","Operations",""
"https://www.ycombinator.com/companies/healthspark","HealthSpark","Empowering Physical Therapists to Go Independent","Fall 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/openfunnel","OpenFunnel","We monitor your TAM and surface companies when custom triggers fire.","Fall 2024","B2B","Sales",""
"https://www.ycombinator.com/companies/coblocks","Coblocks","Build data pipelines in minutes with AI","Fall 2024","B2B","Infrastructure","New York, NY, USA"
"https://www.ycombinator.com/companies/getcho","Getcho","The reliability platform for last-mile delivery","Fall 2024","B2B","Supply Chain and Logistics","New York, NY, USA"
"https://www.ycombinator.com/companies/candle","Candle","Candle helps couples and friends grow closer daily in just 5 minutes.","Fall 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/moonset-health","Moonset Health","AI for Post-Acute Senior Care (Hospice, Home Health, Skilled Nursing…","Fall 2024","B2B","Sales",""
"https://www.ycombinator.com/companies/durate","Durate","Automated physician scheduling","Fall 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/upshift","Upshift","Cloud workspace for coding agents","Fall 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/pearai","PearAI","The AI Code Editor For Your Next Project","Fall 2024","Consumer","","New York, NY, USA"
"https://www.ycombinator.com/companies/symphony","Symphony","Voice AI sims for next-gen employee training","Fall 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/telli","telli","AI phone agents that convert","Fall 2024","B2B","","Berlin, Berlin, Germany"
"https://www.ycombinator.com/companies/invo","Invo","AI-Powered Collections Platform for Food Distributors","Winter 2025","Fintech","Credit and Lending",""
"https://www.ycombinator.com/companies/avora","Avora","Agents for dental operations","Fall 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/galini","Galini","Compliance guardrails-as-a-service for AI applications","Fall 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/riveter-ai","Riveter AI","Thousands of AI search agents running in parallel","Fall 2024","B2B","Productivity","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/zeroframe","Zeroframe","Pushing the boundaries of AI","Fall 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/clarus","Clarus","LP clarity across private markets","Fall 2024","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/onlook","Onlook","Cursor for Designers","Winter 2025","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/outerport","Outerport","Turn diagrams, technical documents, and CAD into structured data","Summer 2024","B2B","Engineering, Product and Design",""
"https://www.ycombinator.com/companies/dreamrp","DreamRP","Bring your characters to life","Summer 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/conductor","Conductor","Run a team of coding agents on your Mac","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/delineate","Delineate","Agents for Accelerated Clinical Trial Design","Winter 2025","B2B","Engineering, Product and Design","Boston, MA, USA"
"https://www.ycombinator.com/companies/syntra","Syntra","Agentic billing system for specialty medical practices.","Summer 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/exin-therapeutics","Exin Therapeutics","AI drug discovery platform for neurotherapeutics","Winter 2025","Healthcare","Therapeutics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pathpilot","PathPilot","AI platform helping fintech/bank teams scale efficiently","Summer 2024","B2B","","San Jose, CA, USA"
"https://www.ycombinator.com/companies/bits-to-atoms","Bits to Atoms","Match job seekers to roles at deep technology startups.","Summer 2024","Consumer","Job and Career Services",""
"https://www.ycombinator.com/companies/midship","Midship","AI for SOX Testing","Summer 2024","B2B","Finance and Accounting","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/simcare","SimCare","AI avatars to scale healthcare training.","Summer 2024","Healthcare","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/merlin-ai","Merlin AI","AI powered ERP for Construction","Summer 2024","B2B","","Los Angeles, CA, USA"
"https://www.ycombinator.com/companies/freestyle","Freestyle","We run and deploy code your AI wrote","Summer 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/arva-ai","Arva AI","AI Agents to scale AML, KYB and KYC operations","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/affil-ai","Affil.ai","AI Affiliate Network For Financial Companies","Summer 2024","B2B","Marketing","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/orgorg","OrgOrg","Organizational productivity suite for companies","Summer 2024","B2B","Productivity","Los Altos, CA, USA"
"https://www.ycombinator.com/companies/patched","Patched","Agentic workflows for Enterprise IT and Ops teams","Summer 2024","B2B","Productivity",""
"https://www.ycombinator.com/companies/village-labs","Village Labs","Helping America's businesses become employee owned","Summer 2024","B2B","Human Resources","New York, NY, USA"
"https://www.ycombinator.com/companies/mica-ai","Mica AI","Replace the humans resolving data pipeline exceptions","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/formula-insight","Formula Insight","Help Institutional Investors manage, track & query their Excel models","Summer 2024","B2B","","New York, NY, USA"
"https://www.ycombinator.com/companies/overlap","Overlap","Multimodal AI agents for video","Summer 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/capitol-ai","Capitol AI","Model-agnostic AI for enterprises: governed, embedded, decision-grade.","Summer 2024","B2B","Productivity","Washington, DC, USA"
"https://www.ycombinator.com/companies/general-analysis","General Analysis","Automated AI Safety and Red Teaming Tools","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/void","Void","The open source Cursor alternative","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/uncommon-therapeutics","Uncommon Therapeutics","A Disease Focused Biotech, Building Multiple Billion Dollar Drugs","Winter 2025","Healthcare","Therapeutics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/anglera","Anglera","AI-Powered Product Data Enrichment","Summer 2024","B2B","Retail","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/xtraffic","XTraffic","Technology for cities to automate and manage their traffic lights.","Summer 2024","Government","",""
"https://www.ycombinator.com/companies/browseros","BrowserOS","The Open Source Agentic Browser","Summer 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/henry-2","Henry","Automating Deal Decks for Commercial Real Estate Brokers","Summer 2024","Real Estate and Construction","","New York, NY, USA"
"https://www.ycombinator.com/companies/ficra","Ficra","Real time, source of truth for every product screen and user flow","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/rowboat-labs","RowBoat Labs","Open-source AI-assisted agent builder","Summer 2024","B2B","Engineering, Product and Design","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pipeshift","Pipeshift","Modular Orchestration Platform for Open Source AI","Summer 2024","B2B","Infrastructure","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/vera-health","Vera Health","AI-powered clinical decision support for healthcare providers","Summer 2024","Healthcare","Healthcare Services","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/pharos","Pharos","Helping hospitals identify and prevent avoidable harm using AI","Summer 2024","Healthcare","Healthcare IT","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/et-al","et al.","Feed of insights extracted from your go-to sources using LLMs.","Summer 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/keet","Keet","Authentication for AI Agents","Summer 2024","B2B","",""
"https://www.ycombinator.com/companies/terra-2","Terra","Design and sell products in minutes","Summer 2024","B2B","Supply Chain and Logistics","New York, NY, USA"
"https://www.ycombinator.com/companies/dayflow","Dayflow","A timeline of your day, automatically.","Summer 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/diode-computers-inc","Diode Computers, Inc.","Automate circuit board design using AI","Summer 2024","B2B","Engineering, Product and Design","New York, NY, USA"
"https://www.ycombinator.com/companies/surebright","SureBright","Apple Care-like warranty program for every retailer","Summer 2024","B2B","Retail","New York, NY, USA"
"https://www.ycombinator.com/companies/usul","Usul","Win defense contracts with AI","Summer 2024","Government","",""
"https://www.ycombinator.com/companies/saldor","Saldor","Hands-free email","Summer 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/bucket-robotics","Bucket Robotics","Defect detection for manufacturing built from CAD and synthetic data.","Summer 2024","Industrials","Manufacturing and Robotics",""
"https://www.ycombinator.com/companies/oway","Oway","The First AI Infrastructure Layer for America’s Empty Truck Space","Summer 2024","B2B","Supply Chain and Logistics","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/elayne","Elayne","AI copilot for growing, organizing, and transferring family estates","Summer 2024","Fintech","","New York, NY, USA"
"https://www.ycombinator.com/companies/blaze-2","Blaze","Global Venmo for cross border payments","Summer 2024","Fintech","Payments","Mexico City, CDMX, Mexico"
"https://www.ycombinator.com/companies/pap","pap!","Agents that earn consumers dollars when they shop, travel, and live.","Summer 2024","Consumer","","Berkeley, CA, USA"
"https://www.ycombinator.com/companies/rentflow","RentFlow","The first 'Buy Now Pay Later' solution for Commercial Rent","Summer 2024","B2B","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/tradeflow","TradeFlow","AI-powered settlement for financial securities","Summer 2024","Fintech","","New York, NY, USA"
"https://www.ycombinator.com/companies/voker","Voker","No-Code AI Builder","Summer 2024","B2B","Engineering, Product and Design","Los Angeles, CA, USA"
"https://www.ycombinator.com/companies/rastro","Rastro","The fastest way for retailers to launch product catalogs.","Summer 2024","B2B","Retail","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/quetzal","Quetzal","Simple, LLM-first translation and internationalization for software","Summer 2024","B2B","Engineering, Product and Design","Oakland, CA, USA"
"https://www.ycombinator.com/companies/typa","Typa","The content engine that wins attention and drives growth.","Summer 2024","B2B","Marketing","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/moreta","Moreta","Payments made easy for international travelers.","Summer 2024","Fintech","Payments","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sterling-labs-inc","Sterling Labs, Inc","Currently in stealth - previously FocusBuddy","Summer 2024","Consumer","Content","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/orcaengine","Orca","AI Agent for Game Development","Summer 2024","Consumer","","San Francisco, CA, USA"
"https://www.ycombinator.com/companies/sepal-ai","Sepal AI","Data Development for Advanced AI","Summer 2024","B2B","","San Francisco, CA, USA"
